"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","BREST-ubuntu",,,,"User:","abdallah"
"Cmdline:","dstat -t -cdmnl --output /home/abdallah/git/gitlab.uni.lu/aibrahim/presence/presence/cli/Tmp/campaigndstat.csv 1 181",,,,"Date:","30 Oct 2019 16:50:25 CET"

"system","total cpu usage",,,,,,"dsk/total",,"memory usage",,,,"net/total",,"load avg",,
31-10 14:36:06,94.763,3.990,0.748,0.249,0.0,0.249,786432.0,24576.0,6560915456.0,33722368.0,1102348288.0,575393792.0,440.0,0.0,4.690,2.690,2.360
31-10 14:36:07,96.500,2.500,0.500,0.500,0.0,0.0,839680.0,61440.0,6592696320.0,33722368.0,1102106624.0,543854592.0,525.0,0.0,4.690,2.690,2.360
31-10 14:36:08,97.243,2.005,0.501,0.251,0.0,0.0,847872.0,339968.0,6609825792.0,33722368.0,1102241792.0,526589952.0,1716.0,0.0,4.690,2.690,2.360
31-10 14:36:09,98.005,1.746,0.0,0.0,0.0,0.249,724992.0,425984.0,6629453824.0,33722368.0,1102393344.0,506810368.0,566.0,194.0,5.110,2.820,2.400
31-10 14:36:10,96.241,2.256,1.253,0.0,0.0,0.251,798720.0,516096.0,6670897152.0,33738752.0,1102544896.0,465199104.0,134.0,0.0,5.110,2.820,2.400
31-10 14:36:11,94.0,5.250,0.250,0.250,0.0,0.250,778240.0,6971392.0,6884319232.0,33738752.0,1095135232.0,259186688.0,847.0,311.0,5.110,2.820,2.400
31-10 14:36:12,95.0,4.500,0.0,0.250,0.0,0.250,737280.0,8384512.0,6697586688.0,33738752.0,1068670976.0,472383488.0,0.0,0.0,5.110,2.820,2.400
31-10 14:36:13,92.231,4.010,1.754,2.005,0.0,0.0,802816.0,4845568.0,6342340608.0,33746944.0,1087901696.0,808390656.0,440.0,0.0,5.110,2.820,2.400
31-10 14:36:14,72.682,4.010,12.531,10.526,0.0,0.251,806912.0,684032.0,6024605696.0,33746944.0,1087946752.0,1126080512.0,0.0,0.0,4.940,2.820,2.400
31-10 14:36:15,80.402,1.759,10.553,7.035,0.0,0.251,647168.0,143360.0,6086135808.0,33755136.0,1088065536.0,1064423424.0,134.0,0.0,4.940,2.820,2.400
31-10 14:36:16,94.750,2.500,1.750,1.0,0.0,0.0,815104.0,73728.0,6101168128.0,33763328.0,1087959040.0,1049489408.0,0.0,0.0,4.940,2.820,2.400
31-10 14:36:17,96.465,1.263,1.515,0.758,0.0,0.0,749568.0,0.0,6145617920.0,33763328.0,1088221184.0,1004777472.0,0.0,0.0,4.940,2.820,2.400
31-10 14:36:18,86.216,2.256,5.514,5.764,0.0,0.251,790528.0,40960.0,6215852032.0,33763328.0,1088180224.0,934584320.0,0.0,0.0,4.940,2.820,2.400
31-10 14:36:19,91.184,4.534,2.519,1.763,0.0,0.0,716800.0,57344.0,6359097344.0,33763328.0,1088000000.0,791519232.0,529.0,513.0,4.950,2.860,2.420
31-10 14:36:20,95.250,3.500,0.500,0.500,0.0,0.250,827392.0,12288.0,6395621376.0,33767424.0,1087983616.0,755007488.0,891.0,752.0,4.950,2.860,2.420
31-10 14:36:21,96.241,3.008,0.752,0.0,0.0,0.0,757760.0,344064.0,6440927232.0,33775616.0,1087733760.0,709943296.0,504.0,70.0,4.950,2.860,2.420
31-10 14:36:22,96.992,2.506,0.251,0.251,0.0,0.0,733184.0,278528.0,6458744832.0,33783808.0,1088020480.0,691830784.0,0.0,0.0,4.950,2.860,2.420
31-10 14:36:23,96.241,3.509,0.251,0.0,0.0,0.0,745472.0,225280.0,6513610752.0,33783808.0,1088020480.0,636964864.0,0.0,0.0,4.950,2.860,2.420
31-10 14:36:24,94.750,3.750,0.250,1.0,0.0,0.250,843776.0,61440.0,6604427264.0,33783808.0,1088237568.0,545931264.0,0.0,0.0,5.350,2.970,2.460
31-10 14:36:25,96.241,3.759,0.0,0.0,0.0,0.0,741376.0,471040.0,6767980544.0,33783808.0,1088057344.0,382558208.0,134.0,0.0,5.350,2.970,2.460
31-10 14:36:26,93.233,5.764,0.501,0.251,0.0,0.251,667648.0,4034560.0,6865674240.0,33796096.0,1086828544.0,286081024.0,0.0,0.0,5.350,2.970,2.460
31-10 14:36:27,88.191,5.276,2.513,4.020,0.0,0.0,757760.0,208896.0,6153482240.0,33804288.0,1086775296.0,998318080.0,0.0,0.0,5.350,2.970,2.460
31-10 14:36:28,96.535,2.228,0.495,0.495,0.0,0.248,794624.0,32768.0,6285103104.0,33804288.0,1086869504.0,866603008.0,230.0,140.0,5.350,2.970,2.460
31-10 14:36:29,96.456,1.519,0.253,1.772,0.0,0.0,733184.0,4096.0,6325309440.0,33804288.0,1086627840.0,826638336.0,329.0,264.0,5.330,3.010,2.470
31-10 14:36:30,97.500,2.250,0.0,0.250,0.0,0.0,1187840.0,2781184.0,6342660096.0,33804288.0,1086640128.0,809275392.0,134.0,0.0,5.330,3.010,2.470
31-10 14:36:31,97.995,2.005,0.0,0.0,0.0,0.0,1114112.0,253952.0,6134517760.0,33812480.0,1087516672.0,1016532992.0,70.0,70.0,5.330,3.010,2.470
31-10 14:36:32,97.250,2.500,0.0,0.0,0.0,0.250,757760.0,221184.0,6172213248.0,33820672.0,1087627264.0,978718720.0,0.0,0.0,5.330,3.010,2.470
31-10 14:36:33,96.992,2.506,0.501,0.0,0.0,0.0,802816.0,81920.0,6321569792.0,33820672.0,1087598592.0,829390848.0,64.0,0.0,5.330,3.010,2.470
31-10 14:36:34,95.750,3.750,0.250,0.250,0.0,0.0,843776.0,32768.0,6407979008.0,33820672.0,1087377408.0,743202816.0,0.0,0.0,5.540,3.090,2.500
31-10 14:36:35,92.947,5.038,0.504,1.259,0.0,0.252,823296.0,811008.0,6507864064.0,33820672.0,1087643648.0,643051520.0,134.0,0.0,5.540,3.090,2.500
31-10 14:36:36,94.045,4.963,0.496,0.248,0.0,0.248,720896.0,2957312.0,6195961856.0,33828864.0,1087774720.0,954814464.0,436.0,90.0,5.540,3.090,2.500
31-10 14:36:37,95.477,2.261,1.256,1.005,0.0,0.0,704512.0,53248.0,6237655040.0,33828864.0,1087725568.0,913170432.0,0.0,0.0,5.540,3.090,2.500
31-10 14:36:38,97.277,1.733,0.495,0.495,0.0,0.0,782336.0,315392.0,6248960000.0,33837056.0,1087995904.0,901586944.0,109.0,179.0,5.540,3.090,2.500
31-10 14:36:39,97.229,2.771,0.0,0.0,0.0,0.0,704512.0,335872.0,6269837312.0,33837056.0,1088061440.0,880644096.0,126.0,194.0,5.580,3.140,2.520
31-10 14:36:40,98.753,0.748,0.0,0.249,0.0,0.249,675840.0,286720.0,6293147648.0,33845248.0,1088065536.0,857321472.0,755.0,522.0,5.580,3.140,2.520
31-10 14:36:41,95.477,4.271,0.251,0.0,0.0,0.0,860160.0,65536.0,6479552512.0,33845248.0,1088233472.0,670748672.0,70.0,70.0,5.580,3.140,2.520
31-10 14:36:42,94.500,5.500,0.0,0.0,0.0,0.0,667648.0,937984.0,6587703296.0,33845248.0,1086369792.0,564461568.0,64.0,0.0,5.580,3.140,2.520
31-10 14:36:43,88.665,6.297,3.023,1.511,0.0,0.504,647168.0,294912.0,5858406400.0,33869824.0,1088065536.0,1292038144.0,932.0,813.0,5.580,3.140,2.520
31-10 14:36:44,95.0,3.0,1.0,0.500,0.0,0.500,675840.0,32768.0,6026371072.0,33869824.0,1088053248.0,1124085760.0,312.0,0.0,5.770,3.220,2.550
31-10 14:36:45,97.0,2.250,0.500,0.250,0.0,0.0,1052672.0,32768.0,6043389952.0,33869824.0,1087975424.0,1107144704.0,587.0,70.0,5.770,3.220,2.550
31-10 14:36:46,96.985,2.764,0.251,0.0,0.0,0.0,831488.0,20480.0,5779542016.0,33869824.0,1087922176.0,1371045888.0,122.0,0.0,5.770,3.220,2.550
31-10 14:36:47,96.250,3.500,0.0,0.0,0.0,0.250,753664.0,73728.0,5811216384.0,33869824.0,1088012288.0,1339281408.0,0.0,0.0,5.770,3.220,2.550
31-10 14:36:48,98.0,2.0,0.0,0.0,0.0,0.0,806912.0,352256.0,5828165632.0,33878016.0,1088606208.0,1321730048.0,0.0,0.0,5.770,3.220,2.550
31-10 14:36:49,94.500,2.750,1.0,1.500,0.0,0.250,724992.0,114688.0,5863522304.0,33886208.0,1088462848.0,1286508544.0,190.0,258.0,5.710,3.250,2.560
31-10 14:36:50,95.0,4.750,0.250,0.0,0.0,0.0,643072.0,61440.0,6036803584.0,33886208.0,1088249856.0,1113440256.0,326.0,0.0,5.710,3.250,2.560
31-10 14:36:51,93.0,6.250,0.250,0.250,0.0,0.250,696320.0,2703360.0,6146064384.0,33886208.0,1087991808.0,1004437504.0,8410.0,70.0,5.710,3.250,2.560
31-10 14:36:52,95.729,3.518,0.503,0.0,0.0,0.251,798720.0,86016.0,5802041344.0,33886208.0,1087950848.0,1348501504.0,5456.0,0.0,5.710,3.250,2.560
31-10 14:36:53,94.962,3.023,1.511,0.504,0.0,0.0,696320.0,331776.0,5900808192.0,33894400.0,1088008192.0,1249669120.0,2388.0,0.0,5.710,3.250,2.560
31-10 14:36:54,97.007,1.496,0.748,0.748,0.0,0.0,839680.0,159744.0,5926891520.0,33902592.0,1088331776.0,1223254016.0,2392.0,0.0,5.730,3.300,2.580
31-10 14:36:55,97.500,2.250,0.0,0.0,0.0,0.250,757760.0,466944.0,5994242048.0,33902592.0,1088274432.0,1155960832.0,4810.0,0.0,5.730,3.300,2.580
31-10 14:36:56,95.489,4.010,0.501,0.0,0.0,0.0,720896.0,196608.0,6096711680.0,33902592.0,1088544768.0,1053220864.0,796.0,0.0,5.730,3.300,2.580
31-10 14:36:57,95.0,3.750,0.750,0.500,0.0,0.0,708608.0,2715648.0,6155694080.0,33902592.0,1088151552.0,994631680.0,0.0,0.0,5.730,3.300,2.580
31-10 14:36:58,90.750,3.750,2.750,2.500,0.0,0.250,684032.0,286720.0,5849706496.0,33910784.0,1087119360.0,1301643264.0,2282.0,0.0,5.730,3.300,2.580
31-10 14:36:59,74.687,4.511,11.028,9.524,0.0,0.251,757760.0,2846720.0,5618950144.0,33918976.0,1088221184.0,1531289600.0,305.0,373.0,5.670,3.320,2.600
31-10 14:37:00,93.719,1.508,2.513,2.261,0.0,0.0,770048.0,356352.0,5688336384.0,33918976.0,1088249856.0,1461874688.0,560.0,0.0,5.670,3.320,2.600
31-10 14:37:01,88.191,1.508,6.030,4.271,0.0,0.0,745472.0,94208.0,5708115968.0,33918976.0,1088413696.0,1441931264.0,665.0,70.0,5.670,3.320,2.600
31-10 14:37:02,94.750,2.500,1.500,1.0,0.0,0.250,663552.0,167936.0,5729632256.0,33918976.0,1088471040.0,1420357632.0,0.0,0.0,5.670,3.320,2.600
31-10 14:37:03,90.657,2.020,3.788,3.535,0.0,0.0,868352.0,237568.0,5792710656.0,33927168.0,1088491520.0,1357250560.0,0.0,0.0,5.670,3.320,2.600
31-10 14:37:04,90.050,4.229,3.234,2.239,0.0,0.249,765952.0,86016.0,5902479360.0,33935360.0,1088462848.0,1247502336.0,2758.0,0.0,5.620,3.350,2.610
31-10 14:37:05,85.176,4.271,5.276,5.276,0.0,0.0,794624.0,2838528.0,5546778624.0,33935360.0,1088442368.0,1603223552.0,134.0,0.0,5.620,3.350,2.610
31-10 14:37:06,82.323,4.545,7.323,5.303,0.0,0.505,716800.0,69632.0,5640970240.0,33935360.0,1088430080.0,1509044224.0,70.0,241.0,5.620,3.350,2.610
31-10 14:37:07,90.452,1.759,4.020,3.769,0.0,0.0,778240.0,20480.0,5697753088.0,33935360.0,1088180224.0,1452511232.0,0.0,0.0,5.620,3.350,2.610
31-10 14:37:08,94.962,1.259,2.015,1.763,0.0,0.0,679936.0,81920.0,5725335552.0,33935360.0,1088438272.0,1424670720.0,0.0,0.0,5.620,3.350,2.610
31-10 14:37:09,91.980,2.506,3.258,2.256,0.0,0.0,704512.0,372736.0,5798731776.0,33947648.0,1088475136.0,1351225344.0,4927.0,6717.0,5.570,3.380,2.620
31-10 14:37:10,91.960,3.266,2.764,1.759,0.0,0.251,712704.0,577536.0,5933469696.0,33955840.0,1088483328.0,1216471040.0,134.0,70.0,5.570,3.380,2.620
31-10 14:37:11,82.278,4.304,7.848,5.316,0.0,0.253,864256.0,2772992.0,5634871296.0,33955840.0,1088413696.0,1515139072.0,123.0,70.0,5.570,3.380,2.620
31-10 14:37:12,86.466,1.754,6.266,5.514,0.0,0.0,774144.0,20480.0,5705510912.0,33955840.0,1088483328.0,1444429824.0,0.0,0.0,5.570,3.380,2.620
31-10 14:37:13,90.680,1.511,4.534,3.275,0.0,0.0,761856.0,94208.0,5739028480.0,33955840.0,1088266240.0,1411129344.0,128.0,140.0,5.570,3.380,2.620
31-10 14:37:14,97.995,1.754,0.0,0.251,0.0,0.0,757760.0,356352.0,5745639424.0,33964032.0,1088692224.0,1404084224.0,0.0,0.0,5.760,3.460,2.650
31-10 14:37:15,92.443,3.778,3.023,0.756,0.0,0.0,765952.0,454656.0,5924319232.0,33972224.0,1088757760.0,1225330688.0,134.0,0.0,5.760,3.460,2.650
31-10 14:37:16,93.985,2.256,2.506,1.253,0.0,0.0,806912.0,28672.0,5954629632.0,33972224.0,1086529536.0,1197248512.0,90.0,0.0,5.760,3.460,2.650
31-10 14:37:17,88.191,4.271,4.271,3.015,0.0,0.251,774144.0,2785280.0,5647417344.0,33972224.0,1088524288.0,1502466048.0,122.0,0.0,5.760,3.460,2.650
31-10 14:37:18,88.442,1.759,6.784,2.764,0.0,0.251,741376.0,69632.0,5708349440.0,33972224.0,1088512000.0,1441546240.0,0.0,0.0,5.760,3.460,2.650
31-10 14:37:19,93.766,2.743,2.244,1.247,0.0,0.0,610304.0,229376.0,5747838976.0,33980416.0,1088565248.0,1401995264.0,260.0,328.0,5.940,3.530,2.680
31-10 14:37:20,95.500,3.0,1.250,0.0,0.0,0.250,790528.0,282624.0,5809160192.0,33988608.0,1088819200.0,1340411904.0,134.0,0.0,5.940,3.530,2.680
31-10 14:37:21,95.238,4.261,0.251,0.0,0.0,0.251,897024.0,24576.0,5910376448.0,33988608.0,1088798720.0,1239216128.0,0.0,0.0,5.940,3.530,2.680
31-10 14:37:22,95.238,4.511,0.251,0.0,0.0,0.0,659456.0,28672.0,6018064384.0,33988608.0,1088610304.0,1131716608.0,0.0,0.0,5.940,3.530,2.680
31-10 14:37:23,95.980,3.015,0.251,0.754,0.0,0.0,761856.0,2723840.0,5678161920.0,33988608.0,1088606208.0,1471623168.0,0.0,0.0,5.940,3.530,2.680
31-10 14:37:24,94.763,3.990,0.998,0.0,0.0,0.249,548864.0,253952.0,5792030720.0,33996800.0,1088643072.0,1357709312.0,0.0,0.0,5.870,3.560,2.690
31-10 14:37:25,97.243,1.253,0.752,0.752,0.0,0.0,823296.0,360448.0,5856653312.0,34013184.0,1088442368.0,1293271040.0,134.0,0.0,5.870,3.560,2.690
31-10 14:37:26,97.995,1.754,0.0,0.251,0.0,0.0,794624.0,155648.0,5887762432.0,34021376.0,1088442368.0,1262153728.0,0.0,0.0,5.870,3.560,2.690
31-10 14:37:27,97.007,2.743,0.249,0.0,0.0,0.0,778240.0,32768.0,5955186688.0,34021376.0,1088602112.0,1194569728.0,91.0,0.0,5.870,3.560,2.690
31-10 14:37:28,97.250,2.250,0.0,0.250,0.0,0.250,733184.0,163840.0,5980434432.0,34021376.0,1088684032.0,1169240064.0,0.0,0.0,5.870,3.560,2.690
31-10 14:37:29,95.0,3.0,1.250,0.750,0.0,0.0,684032.0,53248.0,6033182720.0,34021376.0,1088512000.0,1116663808.0,196.0,264.0,5.880,3.600,2.710
31-10 14:37:30,95.238,3.509,0.501,0.752,0.0,0.0,802816.0,389120.0,6153080832.0,34029568.0,1088831488.0,996438016.0,134.0,0.0,5.880,3.600,2.710
31-10 14:37:31,94.221,4.774,0.503,0.503,0.0,0.0,847872.0,2842624.0,6273773568.0,34029568.0,1088839680.0,875737088.0,2678.0,0.0,5.880,3.600,2.710
31-10 14:37:32,94.500,4.500,0.500,0.250,0.0,0.250,684032.0,172032.0,5906214912.0,34037760.0,1088462848.0,1243664384.0,0.0,0.0,5.880,3.600,2.710
31-10 14:37:33,96.734,2.010,1.005,0.0,0.0,0.251,811008.0,57344.0,6057586688.0,34037760.0,1088495616.0,1092259840.0,0.0,0.0,5.880,3.600,2.710
31-10 14:37:34,96.742,2.256,0.752,0.251,0.0,0.0,929792.0,2789376.0,5731045376.0,34037760.0,1088581632.0,1418715136.0,0.0,0.0,5.890,3.640,2.730
31-10 14:37:35,95.226,3.266,0.754,0.503,0.0,0.251,753664.0,475136.0,5772668928.0,34037760.0,1088729088.0,1376944128.0,134.0,0.0,5.890,3.640,2.730
31-10 14:37:36,96.992,2.005,0.752,0.251,0.0,0.0,602112.0,253952.0,5868855296.0,34045952.0,1088802816.0,1280675840.0,560.0,0.0,5.890,3.640,2.730
31-10 14:37:37,96.509,2.244,0.748,0.249,0.0,0.249,761856.0,114688.0,6010675200.0,34054144.0,1088745472.0,1138905088.0,1095.0,70.0,5.890,3.640,2.730
31-10 14:37:38,96.725,2.519,0.504,0.252,0.0,0.0,786432.0,2715648.0,5681876992.0,34054144.0,1088761856.0,1467686912.0,232.0,249.0,5.890,3.640,2.730
31-10 14:37:39,96.500,3.0,0.250,0.250,0.0,0.0,741376.0,122880.0,5715021824.0,34062336.0,1088802816.0,1434492928.0,196.0,194.0,6.140,3.730,2.760
31-10 14:37:40,97.750,2.0,0.0,0.0,0.0,0.250,872448.0,319488.0,5819494400.0,34062336.0,1088761856.0,1330061312.0,204.0,70.0,6.140,3.730,2.760
31-10 14:37:41,96.250,1.750,1.500,0.500,0.0,0.0,741376.0,28672.0,5881802752.0,34062336.0,1088528384.0,1267986432.0,179.0,179.0,6.140,3.730,2.760
31-10 14:37:42,97.500,2.500,0.0,0.0,0.0,0.0,757760.0,90112.0,5947125760.0,34062336.0,1088626688.0,1202565120.0,122.0,0.0,6.140,3.730,2.760
31-10 14:37:43,97.243,2.757,0.0,0.0,0.0,0.0,876544.0,208896.0,5969399808.0,34070528.0,1089003520.0,1179906048.0,0.0,0.0,6.140,3.730,2.760
31-10 14:37:44,97.756,1.746,0.249,0.0,0.0,0.249,708608.0,241664.0,6023798784.0,34078720.0,1088602112.0,1125900288.0,0.0,0.0,6.370,3.820,2.800
31-10 14:37:45,93.719,3.518,2.010,0.503,0.0,0.251,847872.0,151552.0,6153367552.0,34078720.0,1088765952.0,996167680.0,714.0,0.0,6.370,3.820,2.800
31-10 14:37:46,95.0,4.750,0.0,0.0,0.0,0.250,774144.0,2699264.0,6203195392.0,34078720.0,1088835584.0,946270208.0,90.0,0.0,6.370,3.820,2.800
31-10 14:37:47,94.724,3.769,0.503,1.005,0.0,0.0,647168.0,192512.0,5837193216.0,34078720.0,1088847872.0,1312260096.0,0.0,0.0,6.370,3.820,2.800
31-10 14:37:48,93.267,2.993,1.995,1.496,0.0,0.249,589824.0,118784.0,5971718144.0,34086912.0,1088843776.0,1177731072.0,64.0,64.0,6.370,3.820,2.800
31-10 14:37:49,97.995,1.754,0.0,0.0,0.0,0.251,737280.0,245760.0,6065950720.0,34095104.0,1088770048.0,1083564032.0,399.0,264.0,6.580,3.900,2.830
31-10 14:37:50,96.725,2.519,0.504,0.252,0.0,0.0,761856.0,8192.0,6103957504.0,34095104.0,1088847872.0,1045479424.0,134.0,0.0,6.580,3.900,2.830
31-10 14:37:51,93.985,3.509,1.754,0.501,0.0,0.251,806912.0,2809856.0,5755699200.0,34095104.0,1088794624.0,1393790976.0,0.0,0.0,6.580,3.900,2.830
31-10 14:37:52,96.992,2.506,0.0,0.251,0.0,0.251,827392.0,176128.0,5782937600.0,34095104.0,1089081344.0,1366265856.0,0.0,0.0,6.580,3.900,2.830
31-10 14:37:53,97.487,1.759,0.503,0.0,0.0,0.251,671744.0,49152.0,5857394688.0,34099200.0,1088868352.0,1292017664.0,3714.0,4152.0,6.580,3.900,2.830
31-10 14:37:54,97.494,2.506,0.0,0.0,0.0,0.0,827392.0,86016.0,6003810304.0,34107392.0,1088823296.0,1145638912.0,0.0,0.0,6.850,4.0,2.870
31-10 14:37:55,96.750,2.750,0.250,0.0,0.0,0.250,700416.0,2904064.0,6091415552.0,34115584.0,1088970752.0,1057878016.0,134.0,0.0,6.850,4.0,2.870
31-10 14:37:56,94.962,3.023,1.008,1.008,0.0,0.0,753664.0,73728.0,5699645440.0,34115584.0,1088839680.0,1449779200.0,288.0,0.0,6.850,4.0,2.870
31-10 14:37:57,94.737,3.008,1.253,0.752,0.0,0.251,745472.0,53248.0,5798313984.0,34115584.0,1088831488.0,1351118848.0,0.0,0.0,6.850,4.0,2.870
31-10 14:37:58,86.250,3.500,5.0,5.250,0.0,0.0,733184.0,28672.0,5894668288.0,34115584.0,1088573440.0,1255022592.0,493.0,179.0,6.850,4.0,2.870
31-10 14:37:59,98.246,1.504,0.251,0.0,0.0,0.0,679936.0,180224.0,5950480384.0,34123776.0,1088815104.0,1198960640.0,196.0,264.0,6.860,4.050,2.890
31-10 14:38:00,96.482,1.508,1.005,1.005,0.0,0.0,843776.0,278528.0,6000201728.0,34131968.0,1088737280.0,1149308928.0,422.0,0.0,6.860,4.050,2.890
31-10 14:38:01,97.250,1.750,0.250,0.500,0.0,0.250,729088.0,126976.0,6075600896.0,34131968.0,1088684032.0,1073963008.0,0.0,0.0,6.860,4.050,2.890
31-10 14:38:02,97.494,2.005,0.251,0.0,0.0,0.251,880640.0,40960.0,5770530816.0,34131968.0,1088974848.0,1378742272.0,0.0,0.0,6.860,4.050,2.890
31-10 14:38:03,87.186,2.764,5.276,4.523,0.0,0.251,741376.0,184320.0,5870624768.0,34131968.0,1088864256.0,1278758912.0,249.0,0.0,6.860,4.050,2.890
31-10 14:38:04,97.257,1.995,0.499,0.249,0.0,0.0,729088.0,86016.0,5971820544.0,34140160.0,1088925696.0,1177493504.0,0.0,0.0,6.880,4.100,2.910
31-10 14:38:05,94.949,3.283,1.515,0.253,0.0,0.0,774144.0,2945024.0,6081482752.0,34148352.0,1089015808.0,1067732992.0,383.0,0.0,6.880,4.100,2.910
31-10 14:38:06,69.849,1.256,15.829,12.814,0.0,0.251,733184.0,102400.0,5654331392.0,34148352.0,1088610304.0,1495289856.0,0.0,0.0,6.880,4.100,2.910
31-10 14:38:07,57.789,1.256,22.111,18.844,0.0,0.0,778240.0,237568.0,5681139712.0,34148352.0,1089122304.0,1467969536.0,249.0,0.0,6.880,4.100,2.910
31-10 14:38:08,51.990,1.741,26.866,19.154,0.0,0.249,757760.0,2719744.0,5844647936.0,34148352.0,1088884736.0,1304698880.0,0.0,0.0,6.880,4.100,2.910
31-10 14:38:09,42.356,2.005,31.579,24.060,0.0,0.0,729088.0,65536.0,5499617280.0,34148352.0,1089159168.0,1649455104.0,445.0,264.0,6.650,4.100,2.920
31-10 14:38:10,69.114,1.772,16.962,12.152,0.0,0.0,557056.0,528384.0,5545664512.0,34164736.0,1088954368.0,1603596288.0,134.0,0.0,6.650,4.100,2.920
31-10 14:38:11,91.436,2.771,3.778,1.763,0.0,0.252,765952.0,0.0,5621465088.0,34164736.0,1088909312.0,1527840768.0,371.0,0.0,6.650,4.100,2.920
31-10 14:38:12,85.714,2.506,6.266,5.013,0.0,0.501,741376.0,24576.0,5677592576.0,34164736.0,1088905216.0,1471717376.0,0.0,0.0,6.650,4.100,2.920
31-10 14:38:13,95.250,3.0,0.500,1.250,0.0,0.0,782336.0,16384.0,5755994112.0,34164736.0,1088880640.0,1393340416.0,0.0,0.0,6.650,4.100,2.920
31-10 14:38:14,91.436,1.511,3.275,3.778,0.0,0.0,708608.0,36864.0,5801213952.0,34164736.0,1088696320.0,1348304896.0,0.0,0.0,6.430,4.100,2.920
31-10 14:38:15,91.228,1.504,4.261,3.008,0.0,0.0,688128.0,204800.0,5820444672.0,34172928.0,1088782336.0,1328979968.0,134.0,0.0,6.430,4.100,2.920
31-10 14:38:16,93.467,2.010,3.015,1.508,0.0,0.0,864256.0,372736.0,5927915520.0,34181120.0,1089204224.0,1221079040.0,0.0,0.0,6.430,4.100,2.920
31-10 14:38:17,92.0,2.750,2.500,2.500,0.0,0.250,827392.0,57344.0,6035161088.0,34181120.0,1089085440.0,1113952256.0,154.0,64.0,6.430,4.100,2.920
31-10 14:38:18,89.975,3.509,3.258,3.258,0.0,0.0,733184.0,2797568.0,5694119936.0,34181120.0,1089064960.0,1455013888.0,0.0,0.0,6.430,4.100,2.920
31-10 14:38:19,76.904,3.299,10.152,9.645,0.0,0.0,761856.0,200704.0,5760073728.0,34181120.0,1089118208.0,1389006848.0,249.0,264.0,6.400,4.130,2.940
31-10 14:38:20,88.221,2.256,5.013,4.511,0.0,0.0,868352.0,36864.0,5915222016.0,34181120.0,1086615552.0,1236361216.0,134.0,0.0,6.400,4.130,2.940
31-10 14:38:21,89.950,3.015,3.769,2.764,0.0,0.503,614400.0,2981888.0,5528723456.0,34197504.0,1089073152.0,1620385792.0,0.0,0.0,6.400,4.130,2.940
31-10 14:38:22,88.945,3.266,3.769,3.769,0.0,0.251,876544.0,0.0,5627613184.0,34197504.0,1089105920.0,1521463296.0,0.0,0.0,6.400,4.130,2.940
31-10 14:38:23,76.515,2.525,11.616,9.091,0.0,0.253,708608.0,16384.0,5668392960.0,34197504.0,1089130496.0,1480658944.0,0.0,0.0,6.400,4.130,2.940
31-10 14:38:24,94.737,2.506,1.003,1.754,0.0,0.0,733184.0,8192.0,5682991104.0,34197504.0,1089077248.0,1466114048.0,0.0,0.0,6.370,4.160,2.960
31-10 14:38:25,95.466,3.023,1.259,0.252,0.0,0.0,872448.0,389120.0,5750362112.0,34197504.0,1089114112.0,1398706176.0,134.0,0.0,6.370,4.160,2.960
31-10 14:38:26,95.750,3.0,0.750,0.250,0.0,0.250,700416.0,122880.0,5782052864.0,34213888.0,1088892928.0,1367220224.0,0.0,0.0,6.370,4.160,2.960
31-10 14:38:27,91.542,2.488,3.234,2.239,0.0,0.498,749568.0,118784.0,5826961408.0,34213888.0,1088888832.0,1322315776.0,312.0,0.0,6.370,4.160,2.960
31-10 14:38:28,92.191,3.526,2.519,1.763,0.0,0.0,774144.0,159744.0,5933645824.0,34213888.0,1089216512.0,1215303680.0,330.0,0.0,6.370,4.160,2.960
31-10 14:38:29,95.466,2.015,1.763,0.504,0.0,0.252,659456.0,69632.0,6039457792.0,34213888.0,1088970752.0,1109737472.0,329.0,264.0,6.740,4.280,3.0
31-10 14:38:30,97.494,2.256,0.251,0.0,0.0,0.0,749568.0,69632.0,6160723968.0,34217984.0,1088966656.0,988471296.0,3292.0,4213.0,6.740,4.280,3.0
31-10 14:38:31,97.015,2.239,0.249,0.249,0.0,0.249,532480.0,3072000.0,5788745728.0,34234368.0,1089097728.0,1360302080.0,0.0,0.0,6.740,4.280,3.0
31-10 14:38:32,95.214,4.030,0.504,0.252,0.0,0.0,729088.0,176128.0,5852319744.0,34234368.0,1089249280.0,1296576512.0,140.0,343.0,6.740,4.280,3.0
31-10 14:38:33,95.250,2.250,1.500,0.750,0.0,0.250,765952.0,49152.0,5914849280.0,34234368.0,1089236992.0,1234059264.0,0.0,0.0,6.740,4.280,3.0
31-10 14:38:34,96.509,1.746,0.998,0.748,0.0,0.0,704512.0,45056.0,6088728576.0,34234368.0,1089466368.0,1059950592.0,600.0,0.0,6.680,4.300,3.020
31-10 14:38:35,97.236,2.764,0.0,0.0,0.0,0.0,647168.0,2723840.0,6177325056.0,34234368.0,1089155072.0,971665408.0,256.0,0.0,6.680,4.300,3.020
31-10 14:38:36,96.482,3.266,0.251,0.0,0.0,0.0,831488.0,356352.0,5776711680.0,34250752.0,1089175552.0,1372241920.0,0.0,0.0,6.680,4.300,3.020
